study,case,np,backend,rho,grid,cells,wall_per_step_s,rhs,solve_x,solve_y,solve_z,comm
strong,64x64x512,4,filtered_v2,040,65x65x513,2167425,0.00039261442105263157,1.644757894736842e-05,5.662405263157896e-05,5.4286684210526325e-05,0.0002109856842105263,5.270910526315789e-05
strong,64x64x512,4,pascal,025,65x65x513,2167425,0.0004970586842105263,1.6489473684210526e-05,5.406847368421054e-05,5.1459263157894743e-05,0.0003208425263157894,5.2586842105263154e-05
strong,64x64x512,4,pascal,040,65x65x513,2167425,0.0005003966315789473,1.6550210526315787e-05,5.459957894736841e-05,5.229852631578947e-05,0.0003215033684210527,5.37368947368421e-05
strong,64x64x512,8,filtered_v2,025,65x65x513,2167425,0.0003137567368421053,1.2914157894736841e-05,5.2156631578947365e-05,4.8257157894736845e-05,0.0001440157894736842,5.480452631578947e-05
strong,64x64x512,8,filtered_v2,040,65x65x513,2167425,0.00032687505263157896,1.292784210526316e-05,5.263410526315789e-05,4.861447368421053e-05,0.00015788636842105263,5.3197157894736835e-05
strong,64x64x512,8,pascal,025,65x65x513,2167425,0.0004690994210526316,1.2934684210526313e-05,5.0119421052631575e-05,4.669836842105264e-05,0.00030472778947368426,5.2974684210526315e-05
strong,64x64x512,8,pascal,040,65x65x513,2167425,0.000469065894736842,1.2970052631578948e-05,5.015889473684211e-05,4.599363157894737e-05,0.00030537568421052627,5.288157894736842e-05
weak,128cube,2,filtered_v2,025,129x129x257,4276737,0.0007193716315789474,3.840868421052632e-05,0.0001673247894736842,0.00016250063157894736,0.00030749363157894734,4.2173684210526314e-05
weak,128cube,2,filtered_v2,040,129x129x257,4276737,0.0007364123684210527,3.847836842105263e-05,0.00016641552631578948,0.00016273805263157894,0.00032566042105263153,4.164826315789474e-05
weak,128cube,2,pascal,025,129x129x257,4276737,0.0007946149473684209,3.891373684210527e-05,0.00016154463157894735,0.00015512957894736842,0.0003942322105263158,4.329447368421052e-05
weak,128cube,2,pascal,040,129x129x257,4276737,0.0007923644736842105,3.8465052631578944e-05,0.0001606937368421053,0.00015609526315789476,0.00039287084210526315,4.274515789473685e-05
